address,rank,holding_eth,inr_value,dollar_val
0x57eadd1811affbd06c03787caa973e626c090c62,273,2750258.039423534,"₹5,94,38,02,66,964.14",7967057498.923671
0xe8ac0cf3a9cea74e7653a863499e8e661440be13,273,2736034.232001864,"₹5,91,30,62,46,151.78",7925853404.632279
0x40d775827365ae4d54cbc08a1a1c4f586b2c1d0a,275,2731634.50502161,"₹5,90,35,53,85,956.26",7913108099.5268
0xc72aed14386158960d0e93fecb83642e68482e4b,275,2710690.9001879543,"₹5,85,82,90,95,966.82",7852437827.300474
0x534c8bc9781a8072b524b853147a69bc6bf2b552,277,2692033.2559736,"₹5,81,79,68,43,214.50",7798389617.234564
0xa4cedbf76beeda93b3b703dcc5aac6b3c0ce8529,279,2682559.10594368,"₹5,79,74,93,08,858.34",7770944520.46189
0xc830eb280887eb0618b74e5759f9c49fefb3e98e,280,2678798.020674403,"₹5,78,93,64,70,632.11",7760049258.210438
0x850cae094ce34c564327818631287a75d3cee6ca,281,2663345.2157990145,"₹5,75,59,68,41,348.05",7715284954.935218
0xd3e401814d1faa8ca0419ecccbfee93ac7b15b31,282,2644400.9154905784,"₹5,71,50,26,37,053.99",7660406348.029728
0x440631dbdc0753e45241569c6d63552eac8e3130,283,2639660.858433393,"₹5,70,47,82,25,402.91",7646675161.14419
0xc4cca7049fba013313f57e0139b954913d541ad2,284,2637872.629588341,"₹5,70,09,17,56,961.37",7641494948.29669
0x076c2669ad090c5a0d640329ec307bdedcd4880f,285,2635978.310921102,"₹5,69,68,23,60,599.65",7636007410.208685
0xa0393a76b132526a70450273cafeceb45eea6dee,286,2625238.3196120444,"₹5,67,36,12,55,157.92",7604895373.784955
0x68f84b647841fdac170a827b805d7694a8fcd73d,287,2619568.611869393,"₹5,66,13,59,29,259.99",7588471137.607733
0x2503e93fbb53fe9821630746a4070bec2f7d496d,288,2614991.6351759415,"₹5,65,14,67,62,210.95",7575212368.443075
0x93dfa006e2619be8ab132831f2ebd9cb1c5c4985,289,2604203.976681724,"₹5,62,81,53,55,032.50",7543962247.810686
0x7cdbc750bdc92fb92e1b94090289cc6db19e30c2,290,2603739.4359069406,"₹5,62,71,49,59,409.34",7542616547.512662
0x1da5331994e781ab0e2af9f85bfce2037a514170,292,2584207.280419409,"₹5,58,49,37,09,029.68",7486035018.21016
0x60251579f5d1be1483ecac3519c9f0515dd9e023,293,2582420.8271749085,"₹5,58,10,76,24,327.39",7480859948.993362
0x3fa5b646b19271033f059ec83de38738f3e3163d,295,2555459.4455706486,"₹5,52,28,07,84,457.84",7402757140.306878
0x43fb99c5bc88c9cfe4d67abdae0fb0a152899702,296,2555171.00638182,"₹5,52,21,84,47,557.23",7401921578.127111
0x759c5f293edc487aa02186f0099864ebc53191c1,297,2554466.3866307167,"₹5,52,06,61,66,545.86",7399880407.447326
0x840de9986997435983f3d827df933638f1ed23d7,299,2541452.2783518913,"₹5,49,25,35,83,492.85",7362180618.020893
0x511876aace51210752eab85e6905f05b44e319aa,300,2539555.4902222287,"₹5,48,84,36,53,435.85",7356685926.2953615
0x104cb8305c4b91c1c28a66138d4ba6148b0713b5,301,2524684.9817214715,"₹5,45,62,98,68,879.68",7313608442.450028
0x00a1b46319be9163b8ae30dbe506235608a563dc,302,2520668.8109826962,"₹5,44,76,19,02,091.96",7301974238.407114
0x4c4a5490deefefa16f49a1a48c9acdc60f4117d0,303,2519064.973497337,"₹5,44,41,52,83,942.30",7297328177.826027
0x53afeb120edce5d778cab7de76d34f5fcd92c7d0,304,2515363.6308445716,"₹5,43,61,53,57,170.87",7286605980.37579
0xfd8f2c73e0ec4105206161bb38383ea5ae4decdc,305,2515022.191096776,"₹5,43,54,15,65,895.45",7285616884.056786
0x1e5ce6f088fd0adb4fcff31cfb02a61503311be9,306,2513395.582083904,"₹5,43,19,00,26,408.81",7280904858.003938
0x63de6063eed48e863ef4b316159630ebaf897c40,307,2513150.828298422,"₹5,43,13,71,30,710.20",7280195845.448001
0x0abd70eb980a55d9221e186b9b150539166fc679,308,2510342.487445577,"₹5,42,53,01,97,701.76",7272060531.331846
0xffb6d97bd1e7b7bd08595096d15037401a1f416b,310,2502321.3874532725,"₹5,40,79,66,93,613.63",7248824688.030138
0xc142995f05436c91bba172b7d17522a301323236,311,2482872.0141157894,"₹5,36,59,33,33,946.68",7192482965.371183
0x13fefdd563a930f07b1ac8a2227acc27c3c12946,312,2480281.844838991,"₹5,36,03,35,51,742.91",7184979659.403382
0x1df610099af9e0cc827b0963854fb63d2787366f,313,2475350.7440464175,"₹5,34,96,78,52,101.82",7170695049.383425
0xc20cad7162e9f76091c7cd5032e01ee9258b0c07,315,2470921.910113986,"₹5,34,01,07,01,370.01",7157865426.0946
0xfccdcdb6ae0e5820b21c98d323c1340fcce63cae,316,2470867.281182229,"₹5,33,99,88,95,074.54",7157707174.819929
0xa397d02928acaaf6553fd7e832413c5a732cf559,318,2451249.3919373928,"₹5,29,75,91,16,086.73",7100877288.539917
0x59d484a88823f90c25b7d6278a1d86116aee223d,319,2440051.9012733083,"₹5,27,33,91,36,799.38",7068439949.684571
0xf15eeb4704d710264ce8c1373c09ed30c79af355,320,2439434.4929824756,"₹5,27,20,57,03,754.39",7066651416.651355
0x3996d04e534e03ea4bc0a2c3f27de4c183f7c733,322,2434645.648653973,"₹5,26,17,07,48,295.80",7052778900.846775
0xb60704d2cd7dcd1468675a68f4ec43791ce35ef9,323,2433815.583825587,"₹5,25,99,13,56,345.22",7050374335.849314
0xd1c44141ef925d5a02e5414f3e1755ff89243ebd,324,2412933.469379975,"₹5,21,47,83,55,535.46",6989882191.438687
0x8c40d627ee8a99d07fe9dbf041e11a3381c10697,325,2405261.1132596326,"₹5,19,82,02,21,275.45",6967656603.335034
0x1e57243473efc9cb78017658b950241e055567b6,326,2403331.8899701387,"₹5,19,40,32,81,396.57",6962067952.141097
0x34669322bdfca9e801ca334e7b0e6d69d1f87137,327,2390859.576032098,"₹5,16,70,77,89,852.90",6925937654.232822
0xb8adcc8e382a7c43bdfa2e1c47059a1afec10e06,329,2379107.5075559267,"₹5,14,16,79,56,317.97",6891893792.188311
0x6b41d394e2dff2de63f62959a79dac372379dd54,330,2379052.589798021,"₹5,14,15,60,87,601.97",6891734704.2305
0x4b4c13434aac5e99645a4d9e59fe497b3318f50f,331,2378818.750424638,"₹5,14,10,55,50,704.27",6891057308.980108
0xca04e939a0ac0626c4a4299735e353e8dc5ef3ec,332,2370975.626565055,"₹5,12,41,05,10,461.99",6868337034.058714
0x0c047b2464b7808eea627226f45fad5aadcb0002,333,2367411.0296239173,"₹5,11,64,01,36,900.26",6858010967.055749
0x1cde4464ecd857461f84bd9b8a6595771fbddfcc,335,2355665.6446547275,"₹5,09,10,17,47,791.49",6823986466.061602
0x5efdb6d8c798c2c2bea5b1961982a5944f92a5c1,335,2355431.090507254,"₹5,09,05,10,56,418.25",6823307000.225034
0x6ad244466777fb941917deab621e922b1feadd85,336,2337230.909643488,"₹5,05,11,76,69,730.33",6770583988.291642
0x56d90629aa29830e361e113e53a979f95afe93c1,337,2334315.5462054242,"₹5,04,48,76,07,214.82",6762138646.869721
0xcab07690c44d621996df29ed262c20cf40986598,338,2324412.7345870095,"₹5,02,34,74,31,373.48",6733451786.061033
0x65b1b96bd01926d3d60dd3c8bc452f22819443a9,339,2321586.1685438133,"₹5,01,73,65,59,573.35",6725263676.484461
0x5ac7983a4faafbee0150a8bf8100960887f1b102,340,2317499.6354224766,"₹5,00,85,33,86,208.23",6713425643.877248
0xabf107de3e01c7c257e64e0a18d60a733aad395d,341,2317319.348445771,"₹5,00,81,44,22,947.40",6712903381.351647
0x8ce0d9060263b1b5ad3eff2e1e21736b5ef36936,342,2315232.1646189126,"₹5,00,36,33,44,953.11",6706857143.754651
0x8a168dbfbf290943015fc615c8ffef1551920ba3,343,2309291.1678281208,"₹4,99,07,93,88,608.68",6689647026.611214
0x8fc112b770bac7aaf030a0148504dd15561ba86a,344,2293142.7901859693,"₹4,95,58,94,33,529.41",6642867760.322324
0xa85fa747aeb17203bd3aba143e8e12cd50fe539f,345,2291729.846699586,"₹4,95,28,40,71,009.02",6638774689.11323
0xc2e32bf7b4f3ba1072e7f8565b3592dd508dfade,347,2289346.1686989893,"₹4,94,76,89,15,286.89",6631869555.333981
0xc7882f13c2087ced94dfe00710260f01fd812d50,344,2301040.985125479,"₹4,97,29,63,75,623.35",6665747567.350892
0xf5a9288eb6e86a3fcb717e7f13475d947f459e3a,348,2281989.609495874,"₹4,93,17,90,30,425.03",6610558780.372028
0x10a2dfb788a57587e6dead219fb2829b8ead9d7b,349,2262380.8044896936,"₹4,88,94,12,14,704.70",6553755209.677924
0x5a5617ba16beba3d04ae3c6b1e9d522c1856763c,350,2259139.638508823,"₹4,88,24,07,40,395.25",6544366070.417898
0x2ac38fd88c120949ff3fe324e02c08b8031f2164,351,2257460.025242666,"₹4,87,87,77,45,735.39",6539500499.523964
0x5924495f7118ee588acc19e773c7d17c869b6ef4,352,2255237.56943381,"₹4,87,39,74,33,030.90",6533062400.638639
0x7ddba01cb6d0efb9183a2a95728c4573bb5ee196,353,2252439.434342101,"₹4,86,79,27,05,671.15",6524956650.979573
0x3ecd8f1e39f6d1656de6f3d73f0c2aa7e2ae324e,354,2246552.322848883,"₹4,85,52,03,94,909.45",6507902630.921558
0x6676751a1c3592f589e32f28e649febe7ef2b805,356,2239238.817243379,"₹4,83,93,98,14,705.00",6486716575.34331
0xae805b9eaa5a04f307b439484ed881e75d36ac73,357,2234489.817748183,"₹4,82,91,34,70,432.10",6472959483.645646
0x2c9aeee0d862232371fb74a817eb3d275c21d358,358,2232363.214697413,"₹4,82,45,38,73,233.98",6466799054.864055
0xb9f41e10df1e82af748505a78bb127246cea9860,359,2223506.3474062965,"₹4,80,53,97,44,788.75",6441142127.420456
0xb12f1f37767d19d63ca5a9889da95cb396c957eb,360,2217647.281615817,"₹4,79,27,34,95,208.25",6424169351.275964
0xd4f072b18c7a31d50bbf1df729b68e9ace7bc0d9,361,2203891.9268559674,"₹4,76,30,07,15,448.26",6384322289.393441
0x8e7644918b3e280fb3b599ca381a4efcb7ade201,362,2202674.5973816123,"₹4,76,03,76,28,636.92",6380795880.67895
0x6165fd87c1bc73a4c44b23934e9136fd92df5b01,363,2196931.521756083,"₹4,74,79,64,46,618.88",6364159109.4838915
0xfded90a3b1348425577688866f798f94d77a0d02,364,2195308.761973027,"₹4,74,44,57,39,020.09",6359458234.033944
0x1d00ff1416cf4ed1ceaae24bfddf8e4997bc3507,365,2194961.9047774994,"₹4,74,37,07,76,936.70",6358453444.235652
0xc57d11d3d47873f490bdfd1b18ece28851bec5b5,367,2187484.8119257935,"₹4,72,75,48,42,583.78",6336793502.579116
0x321efa6e20cb4c001cd77e2d0f00e224d595e2c9,367,2187129.3390089115,"₹4,72,67,80,18,487.93",6335763754.414576
0xcc2a855946a3c20683858fe6ee15acf8b836f0b3,368,2184031.5715063126,"₹4,72,00,85,35,170.80",6326790017.602346
0xbb511aa071cef9ee7012c47137d402cc6108774c,369,2183803.9194648727,"₹4,71,95,93,35,466.91",6326130546.062622
0x7a15673e55470c3e8c33dcdbf3763f1286dd2faa,371,2182893.751216897,"₹4,71,76,26,31,725.49",6323493934.275156
0x857f876490b63bdc7605165e0df568ae54f72d8e,372,2179183.4602669803,"₹4,70,96,07,71,065.98",6312745815.0398
0x1b523dc90a79cf5ee5d095825e586e33780f7188,373,2178897.5128119383,"₹4,70,89,89,72,673.89",6311917471.014135
0x877a891877d98c611e16bcf53fe64fa6a36c1bbb,374,2177832.6390868025,"₹4,70,66,88,34,294.16",6308832702.2122135
0x6712986a6050ef0c1ca26e6e77c6cd40312b1065,375,2174860.521793947,"₹4,70,02,65,06,249.06",6300222953.953578
0x1a0ee44788832c7702a462e5e0cecde19a2d432f,376,2172906.9426495014,"₹4,69,60,43,02,631.52",6294563747.7447815
0x5ea9681c3ab9b5739810f8b91ae65ec47de62119,377,2166129.7873366396,"₹4,68,13,96,37,379.62",6274931413.148272
0x005e9eed36bfea0d05c0e8f36f32d4f4e08efacd,378,2165018.099185593,"₹4,67,89,93,81,559.79",6271711030.444794
0x7512c6a03b4c29e95b4786a5c2045aca94eaf05e,380,2150086.5664779446,"₹4,64,67,24,08,574.08",6228456769.23597
0xcc6c1d21e8474b3578e69eb036c712ab08ffdfbb,381,2148850.8251734106,"₹4,64,40,53,42,634.83",6224877024.395343
0x3bacc073f78d81eac48ea239b5e4af06ce3b647a,382,2146063.347578206,"₹4,63,80,29,18,551.91",6216802147.79845
0x76b588e62f9ce0496861711832567f129959eb19,383,2140639.740475661,"₹4,62,63,07,79,432.12",6201090825.799515
0xd2b7a9b78667c07ba54d7224c6745d9d781b7cb7,384,2128999.685191061,"₹4,60,11,51,53,964.12",6167371448.048873
0xd73e0def01246b650d8a367a4b209be59c8be8ab,386,2107666.739893839,"₹4,55,50,47,20,492.38",6105573318.794069
0x47a9f89b1587db59a9aa53a93e9eae5915e8b36f,388,2098610.947122463,"₹4,53,54,76,00,670.21",6079340136.062236
0x7c0830c2fc55e23d23eea9ae8536bdb43dcaba4c,389,2090831.8293824792,"₹4,51,86,63,93,302.48",6056805276.628342
0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,390,2080064.3821684518,"₹4,49,53,93,54,145.48",6025613704.840858
0xd266c194e126d4fcfc85e8c665ed7f668f6aae93,390,2069814.8267390362,"₹4,47,32,42,40,725.19",5995922382.69071
0x1cf2b8c64aed32bff2ae80e701681316d3212afd,391,2056525.6782498998,"₹4,44,45,22,16,532.01",5957425845.78144
0xf8cc874fe4696131725018138fc4bb44866433e0,392,2051343.6212927727,"₹4,43,33,22,80,746.55",5942414255.905756
0xd27b7c6bd93f604bcd3497565f023652c2d13ce0,393,2051023.1163921796,"₹4,43,26,30,13,868.45",5941485804.489522
0x4b68b5a0cfc1fa1a85f6b3c0db33f546b6cad57c,395,2050110.4096071061,"₹4,43,06,57,61,503.47",5938841838.966249
0x3d280fde2ddb59323c891cf30995e1862510342f,396,2049004.241922033,"₹4,42,82,66,98,755.71",5935637448.169422
0x57115f7d04c16f3983802b7c5a2d5089a188d76a,397,2048046.5878805171,"₹4,42,61,97,32,479.56",5932863277.6357975
0x96e1199931a9e201a4d209262c8c379e2c0e4852,399,2044887.3145745867,"₹4,41,93,69,56,651.23",5923711368.352246
0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,399,2041727.251390048,"₹4,41,25,40,10,115.91",5914557170.916747
0xa357f162fe9c383edeee81fbc905c4bc7fca166f,401,2036823.5456271234,"₹4,40,19,42,31,033.84",5900351919.914476
0x8c173b6579c34d2d744a67dbc0caabf9a4ff7ff3,402,2025947.9023125055,"₹4,37,84,38,08,751.97",5868846921.334959
0xc7fe19ec5e3553669b0e6d09077e4245e5b2a85e,404,2014803.8965600906,"₹4,35,43,53,88,516.77",5836564519.711133
0x3e7d1577d7f271b20e74c29e1996055c02cdf463,405,2013442.4476072374,"₹4,35,14,11,54,891.98",5832620619.92655
0x73524bd95c9884c9f274229957d9cd67460fb38b,406,2013152.737398798,"₹4,35,07,85,43,301.15",5831781375.8063345
0x794316614b210acd02f7c88085f2872a8d657d8f,407,2012221.0330596108,"₹4,34,87,71,85,222.78",5829082377.408403
0xfd113ce2c7d6fee4a6fa9a282aabfc32eca5509c,408,2004282.1081618115,"₹4,33,16,14,40,651.71",5806084582.207462
0x8396a631492c60696ba4119c54e0fa616b2ffbb2,409,2003038.9198188975,"₹4,32,89,27,65,273.42",5802483264.488175
0xe16cbb857388575cf80c23c058ddae2f73785a25,410,2002358.6552973483,"₹4,32,74,57,47,865.55",5800512647.011571
0xe5545c0e1b2dcfcd7c713877ceb6f897705ed62a,411,2000248.0073993234,"₹4,32,28,95,98,863.13",5794398437.754656
0xe21dc18513e3e68a52f9fcdacfd56948d43a11c6,412,1995978.2378731489,"₹4,31,36,68,24,812.67",5782029598.600452
0xda33d5a9720d482c5af1e9a481498019c9b8e0cc,413,1988102.7790120174,"₹4,29,66,47,96,394.52",5759215654.353173
0x930af7923b8b5f8d3461ad1999ceeb8a62884b19,414,1979416.988083669,"₹4,27,78,76,40,630.67",5734054307.760296
0x3d331379990dd2774314ae7416cdedd66d3829a8,415,1978841.8785325738,"₹4,27,66,33,49,104.70",5732388307.408301
0x7bdc7ec8841cd7e8f463a5fc7f6f21c858e9a483,416,1969290.1666118721,"₹4,25,59,90,52,227.82",5704718526.247936
0x3aa485a8e745fc2bd68abbdb3cf05b58e338d7fe,417,1956999.1731140485,"₹4,22,94,27,47,295.06",5669113484.643701
0xe9581fb58eb6fdcbd45fcba793149bab6b0e0c4b,419,1949392.9161453778,"₹4,21,29,88,98,251.51",5647079375.206576
0x671675ee5a9ebc55c0409a00c0ea09c5d30a1e9c,420,1947412.0560681096,"₹4,20,87,07,98,733.33",5641341140.500342
0x1844cc9d499d934271438a193561671a1d7ef5e1,421,1946305.1401945273,"₹4,20,63,15,74,288.56",5638134582.321115
0x7fb50260f3a70b3d6c3b832d9a756a32b9e85c1f,422,1945908.2867469504,"₹4,20,54,58,07,115.18",5636984961.380036
0x53aed391f71bc67d8b5b05a3851f46e742a74768,423,1945450.5774292494,"₹4,20,44,68,87,892.85",5635659050.720147
0x896b94f4f27f12369698c302e2049cae86936bbb,424,1945036.1805791785,"₹4,20,35,73,29,274.41",5634458609.348988
0x231a07c825f052b895de5fd1513ce40d18e14af5,425,1941043.6751737415,"₹4,19,49,44,76,991.20",5622892959.990302
0x0443163b8ec1cf03447ec61312cab647eabdd7c5,426,1938266.7287639433,"₹4,18,89,43,28,887.01",5614848590.552542
0xa8b4367f09e63a5234abd14f5ef6868b1aed0e7d,427,1932230.6548485735,"₹4,17,58,98,24,664.56",5597363050.191542
0x54b174179ae825ed630da40b625bb3c883cd40ae,428,1932059.841527671,"₹4,17,55,29,08,831.28",5596868231.331019
0x8ae57a027c63fca8070d1bf38622321de8004c67,429,1932027.7677122736,"₹4,17,54,59,77,102.44",5596775318.619623
0xd84a7719fc50c2f5d4422e2c138d63b879ccc8a5,430,1930503.2685503392,"₹4,17,21,65,05,392.56",5592359088.467364
0x7e428e32f5e687921bfddbef1ffc466e63348933,431,1929189.011541246,"₹4,16,93,24,70,796.27",5588551896.193143
0xe75021660e00a7fa0df1b97da13ebabe6d82e7ea,433,1927458.3707235453,"₹4,16,55,84,48,164.03",5583538506.646795
0xcdc116b3749f0e272d337c6213d8ebffe65d6e1e,434,1922469.38160155,"₹4,15,48,02,37,812.96",5569086203.398634
0x4322aa46ffed67809862da613725728e2fb8eae3,435,1920471.8180546546,"₹4,15,04,85,28,374.34",5563299581.413446
0xd15e9e10cc7fd71a07821ffc3224cfdd397cbf1a,437,1913363.6165810449,"₹4,13,51,23,18,088.26",5542708259.056634
0x026eea8f4c483ee54fbe3a8a4f9dca2f50727e32,438,1911820.8696929712,"₹4,13,17,89,02,716.31",5538239168.161387
0xea2606df39ba3d8cd117c534fc4bc459e316194a,439,1910505.1950897884,"₹4,12,89,45,61,752.41",5534427869.343903
0xb0b22713b38adda29157a2747688d52a89cc7d4d,441,1910079.5945691343,"₹4,12,80,25,81,819.09",5533194972.731651
0x7761a4b62d9f2b3165644577637c85f4f6b7e701,442,1904779.665304502,"₹4,11,65,71,71,706.28",5517841925.640694
0x52d9651183a3a3e0072986296e14fcc3ec942760,444,1888600.9761463045,"₹4,08,16,06,65,762.79",5470974851.739661
0x1141a2881050320c927aa04d293530cd2db6870b,446,1874180.0186791972,"₹4,05,04,40,37,276.91",5429199645.310646
0xee075d16773517479f0ddba8cbc974ae4e1e205c,447,1870597.8784139112,"₹4,04,26,98,72,287.06",5418822758.104555
0x224b3f081075c1bc10e8fce9c03719214f714e23,448,1870161.2907081775,"₹4,04,17,55,17,825.27",5417558033.375077
0xb7b6788709d3f81d6293fb84c33fcd4e1944d4d9,449,1867324.8957174558,"₹4,03,56,25,21,812.67",5409341450.910155
0xaeab5ad5a2ff3540af37ea911d4fd4aa9ad163df,450,1864455.2816813807,"₹4,02,94,23,46,566.42",5401028638.185891
0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,451,1862732.0341581847,"₹4,02,56,99,21,758.20",5396036665.830796
0x7ba6527419152e17d78daccbb89a51ab71c8d200,452,1861603.154439037,"₹4,02,32,59,50,531.06",5392766481.90518
0x78c58f2c058b296578d6f0b670be591993489918,453,1861532.371457896,"₹4,02,31,06,53,054.74",5392561434.934092
0xcdb906fcd7e7ee0f82ae06ebb98f1207e309821b,454,1856775.8446375662,"₹4,01,28,26,81,991.38",5378782537.779887
0xa2201f091b2e8e5f8adaf8b023b99322b9ea5e66,455,1854430.649246973,"₹4,00,77,58,43,053.96",5371988881.9646015
0x5f4934fc98eae6061a01868a4700c53c1ffb7d2e,456,1853866.4320520766,"₹4,00,65,39,05,562.23",5370354435.025738
0x53311150764f7eb2999022ed1aa5a8c17bb5fc57,457,1852620.4634505515,"₹4,00,38,46,29,320.01",5366745063.342096
0x8f8f90c8b841b265328bec4e570d11317a4ec706,458,1850509.596774562,"₹3,99,92,84,33,035.72",5360630220.320422
0x3d5db9692935231852f453dc594ca183ad39f67a,459,1847336.9083882384,"₹3,99,24,27,57,967.05",5351439449.695385
0x296df88601c8f49535f881de73684d5e2d530a71,460,1839976.6989756008,"₹3,97,65,20,84,229.21",5330118100.66048
0x1db2ebea736f8653e6b8d927801f7ed3eb8bf47c,461,1838724.1163193407,"₹3,97,38,13,78,570.70",5326489569.118519
0xf42da2860c700b2f419bbf1862ab3de6887677b4,462,1838205.1674596013,"₹3,97,26,92,24,381.03",5324986257.303672
0x3e17fac953de2cd729b0ace7f6d4353387717e9e,463,1837123.8592358434,"₹3,97,03,55,34,210.33",5321853880.388761
0xb425debae63f4f2a452866ef9d7401af884af7d0,464,1837082.9325320243,"₹3,97,02,66,89,212.96",5321735322.27607
0xca11d10ceb098f597a0cab28117fc3465991a63c,466,1835609.3543046964,"₹3,96,70,82,22,433.62",5317466601.924017
0x51787a2c56d710c68140bdadefd3a98bff96feb4,466,1835324.5654043509,"₹3,96,64,66,74,426.06",5316641614.04594
0x129551cf72217561d02679c0ad7a9810d525b605,467,1832883.662611784,"₹3,96,11,91,51,396.33",5309570709.20032
0x7446621485809a019f31e49546a440053ffa244d,468,1830883.7045003243,"₹3,95,68,69,24,449.20",5303777150.54472
0x5b54ca8d759f04b932d4ea5b35bf10ce0b4c6b12,469,1828000.012994167,"₹3,95,06,37,06,808.27",5295423557.642023
0xeea89c8843e8beb56e411bb4cac6dbc2d937ee1d,470,1827183.96594651,"₹3,94,88,73,44,352.43",5293059599.912488
0x8a5475615dfa669269f8951d4d3f0a5cf914e435,471,1826089.130644603,"₹3,94,65,07,30,736.65",5289888037.216512
0x734bb23e9eafe199d808b4d3cc4fadd66799da2d,472,1824392.4277292802,"₹3,94,28,40,42,696.00",5284972960.343288
0xf3b0f4411c77c60a132003dbc01d58fe137b75ae,473,1817013.2234139186,"₹3,92,68,92,63,817.77",5263596586.114376
0x19e94b5c55c0e7bacc158de47dd1cf2b9a80577e,474,1816897.831931742,"₹3,92,66,43,25,641.42",5263262315.453148
0x59a5493513ba2378ed57ae5ecfb8a027e9d80365,475,1812145.755185502,"₹3,91,63,73,16,319.18",5249496309.4515705
0xf07f1539db1518f80c7e673f996e230a617239d6,476,1808499.1925422898,"₹3,90,84,92,28,493.85",5238932800.924207
0xcdae1bab521e6ad0756f41166e1ac68d4b5ba55a,477,1806826.7467636527,"₹3,90,48,77,82,857.07",5234087993.09482
0x7af6ecd8c7bfe0039acaddd76cbb99b11afe426b,478,1806198.2948054343,"₹3,90,35,19,63,076.76",5232267468.324175
0x1db12c2a7c803567c9fd59a202504edf0e56ca78,479,1804781.629468515,"₹3,90,04,57,96,197.48",5228163615.509573
0xaa47a4ffc979363232c99b99fada0f2734b0aeee,480,1803184.9464393102,"₹3,89,70,07,24,254.57",5223538280.243252
0x6c3e007377effd74afe237ce3b0aeef969b63c91,481,1797719.906190674,"₹3,88,51,96,30,686.12",5207706933.049393
0x6b67623ff56c10d9dcfc2152425f90285fc74ddd,482,1796908.043450038,"₹3,88,34,41,72,534.34",5205355096.587809
0x668e961736454a2444adb485340cb7f0844ddd3d,483,1792283.4357275695,"₹3,87,34,47,11,562.57",5191958347.9530525
0x011ea68c15f4a8316da45c1e7844311cdd0ba149,484,1791142.1515117534,"₹3,87,09,80,59,500.42",5188652230.185308
0x1d1c9dad9a24b1e9324605153906d584520b8e93,485,1789123.8386882637,"₹3,86,66,18,65,769.63",5182805500.86571
0x6aeda057364cc4aad943cac04a1c149d90e10a3b,486,1785815.978757725,"₹3,85,94,69,77,697.16",5173223159.904529
0xbd88526a40bd28acb6761a238d7751d3f1bb5fb8,487,1784819.1136793324,"₹3,85,73,15,37,210.15",5170335401.270838
0xbd74c3f96c38478460a0e3c88ac86dd133af72be,488,1783604.6234868984,"₹3,85,46,90,64,018.74",5166817217.501787
0xa555e81a2807cc02a1600a2c79f9fda6f0c52c1f,489,1777134.5404256177,"₹3,84,07,07,62,607.70",5148074422.086547
0xa351a4fffceed60b6d4351e1b20c55e3a6fb5503,490,1777120.413825606,"₹3,84,06,77,09,595.16",5148033499.586569
0xc4def4dcb2e1a21651073651587da38c36886db7,491,1775166.4611586956,"₹3,83,64,54,25,252.70",5142373211.342957
0x02c52eaedfdf34f01ffe50a3676f93adf4db418c,492,1773876.9480891377,"₹3,83,36,67,38,267.13",5138637698.302538
0xe67b18b27db897ff71994a6ad3890626620e580a,493,1773062.4745247832,"₹3,83,19,07,15,869.35",5136278298.7023735
0x39fec2e2beab6a63c1e763d0dc4120af60bee39f,494,1768376.3412436158,"₹3,82,17,79,58,116.89",5122703320.368156
0xd9a657acb3960db92aaaa32942019bd3c473fccb,495,1768266.8017553254,"₹3,82,15,42,84,661.76",5122386001.996897
0x537037c5ae805b9d4cecab5ee07f12a8e59a15b2,496,1767764.9595584744,"₹3,82,04,58,27,529.86",5120932245.4473715
0xaa621b960f22911462550c078df678493c22b2ae,497,1764967.3697076456,"₹3,81,44,12,18,006.48",5112828075.263896
0xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0,497,1765502.5674270575,"₹3,81,55,68,83,867.20",5114378457.425398
0x6456f20453a383004f17b921cd770d187fcd30ef,499,1760111.2937351882,"₹3,80,39,17,32,579.46",5098760800.143843
0xa14964479ebf9cd336011ad80652b08cd83dfe3a,500,1758575.4717392756,"₹3,80,05,98,13,801.35",5094311769.553204
0x6bf97f2534be2242ddb3a29bfb24d498212dcded,501,1757054.2220361924,"₹3,79,73,10,44,358.02",5089904952.563324
0x3cd3bf7db26df10ff229fe8f8650bb9f8d05f103,502,1754353.6885875827,"₹3,79,14,74,10,470.17",5082081939.248054
0xc84350bce9259d11f7518564520c9d3d6dde3871,503,1748508.3942667441,"₹3,77,88,41,37,152.14",5065149056.847675
0x9b5aaa36aa32399549e2706d1cd3beb164454046,504,1745309.3268206,"₹3,77,19,27,61,093.81",5055881870.306988
0x1622ebc67a1db29e276ad11a020448b5307991dd,506,1740173.8130665922,"₹3,76,08,28,84,132.33",5041005108.643827
0x4e81cc3450441767d0978e70f73418332689d755,507,1736843.1478676025,"₹3,75,36,30,67,430.85",5031356704.468786
0x914f4d27761edba6926fb02f984f430f183220ed,508,1734585.7363667553,"₹3,74,87,52,00,172.11",5024817344.536672
0x1d163a711f07b1c49823ff3466424a9d9e7d2c16,509,1732282.915013903,"₹3,74,37,75,19,026.97",5018146439.528875
0x3872332f90d97158dc80b87ceeddb1d04c9cacf4,510,1732135.4778829452,"₹3,74,34,56,55,209.11",5017719337.750431
0x87f8069503ceb7b58612769d7f62297f5806143a,511,1731435.858251955,"₹3,74,19,44,54,813.70",5015692651.618593
